Year,Quarter,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,ProvisionGroupDesc,ProvisionDesc,ProvisionValue,ProvisionAltValue,DataType,Enacted_Date,Effective_Date,GeoLocation,ProvisionGroupID,ProvisionID
2009,4,PA,Pennsylvania,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2008-06-13,2008-09-11,"(40.79373015200048, -77.86070029399963)",20GRP,83
2010,2,MI,Michigan,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2009-12-18,2010-05-01,"(44.6613195430005, -84.71439026999968)",10GRP,81
2010,1,VA,Virginia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,2009-03-09,2009-12-01,"(37.54268067400045, -78.45789046299967)",15GRP,97
2009,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",20GRP,83
2010,2,IN,Indiana,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1996-02-13,1997-07-01,"(39.766910452000445, -86.14996019399968)",15GRP,100
2010,2,CO,Colorado,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,2006-03-27,2006-07-01,"(38.843840757000464, -106.13361092099967)",10GRP,50
2010,2,MS,Mississippi,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,2006-03-23,2006-07-01,"(32.745510099000455, -89.53803082499968)",10GRP,1
2009,4,VT,Vermont,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Patron Area,Banned,4,Ranking,2005-06-01,2005-09-01,"(43.62538123900049, -72.51764079099962)",15GRP,235
2010,1,PA,Pennsylvania,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2008-06-13,2008-09-11,"(40.79373015200048, -77.86070029399963)",15GRP,97
2010,1,LA,Louisiana,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,2006-06-30,2007-01-01,"(31.31266064400046, -92.44568007099969)",15GRP,232
2010,2,LA,Louisiana,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Substance Use - Residential Facilities,Designated Areas,3,Ranking,2006-06-30,2007-01-01,"(31.31266064400046, -92.44568007099969)",15GRP,339
2009,4,NY,New York,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",15GRP,98
2010,1,ND,North Dakota,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2005-05-25,2005-08-01,"(47.47531977900047, -100.11842104899966)",20GRP,83
2010,1,AZ,Arizona,Legislation - Smokefree Indoor Air,Private Worksites,Vehicles,Type of Restriction in Private Worksite Vehicle,Banned,4,Ranking,2006-11-07,2007-05-01,"(34.865970280000454, -111.76381127699972)",30GRP,34
2009,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Designated Areas,3,Ranking,1994-05-02,1994-07-01,"(35.47203135600046, -97.52107021399968)",10GRP,50
2010,1,CO,Colorado,Legislation - Smokefree Indoor Air,Government Multi-Unit Housing,Restrictions,Type of Restriction in Lobby and Common Area of Government Multi-Unit Housing,Banned,4,Ranking,2006-03-27,2006-07-01,"(38.843840757000464, -106.13361092099967)",10GRP,115
2010,1,NJ,New Jersey,Legislation - Smokefree Indoor Air,Private Multi-Unit Housing,Restrictions,Type of Restriction in Lobby and Common Area of Private Multi-Unit Housing,Banned,4,Ranking,2006-01-15,2006-04-15,"(40.13057004800049, -74.27369128799967)",10GRP,125
2010,1,ND,North Dakota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,2005-04-25,2005-08-01,"(47.47531977900047, -100.11842104899966)",15GRP,99
2010,2,ND,North Dakota,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,2005-04-25,2005-08-01,"(47.47531977900047, -100.11842104899966)",10GRP,1
2010,1,VT,Vermont,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Banned,4,Ranking,2009-05-09,2009-07-01,"(43.62538123900049, -72.51764079099962)",10GRP,37
2009,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,50
2009,4,PA,Pennsylvania,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,2008-06-13,2008-09-11,"(40.79373015200048, -77.86070029399963)",15GRP,99
2010,2,NM,New Mexico,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2007-03-13,2007-03-13,"(34.52088095200048, -106.24058098499967)",20GRP,83
2009,4,TN,Tennessee,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Substance Use - Outpatient Facilities,Banned,4,Ranking,2007-06-11,2007-10-01,"(35.68094058000048, -85.77449091399967)",15GRP,338
2010,1,HI,Hawaii,Legislation - Smokefree Indoor Air,Private Multi-Unit Housing,Restrictions,Type of Restriction in Lobby and Common Area of Private Multi-Unit Housing,Banned,4,Ranking,2006-07-10,2006-11-16,"(21.304850435000446, -157.85774940299973)",10GRP,125
2009,4,WA,Washington,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Banned,4,Ranking,2005-11-08,2005-12-08,"(47.52227862900048, -120.47001078999972)",15GRP,231
2010,1,FL,Florida,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Banned,4,Ranking,2003-06-23,2003-07-01,"(28.932040377000476, -81.92896053899966)",10GRP,37
2010,2,ID,Idaho,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Banned,4,Ranking,2004-04-02,2004-07-01,"(43.682630005000476, -114.3637300419997)",15GRP,98
2010,1,DE,Delaware,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",10GRP,20
2010,2,AZ,Arizona,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Substance Use - Residential Facilities,Banned,4,Ranking,2006-11-07,2007-05-01,"(34.865970280000454, -111.76381127699972)",15GRP,339
2010,2,IA,Iowa,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2008-04-15,2008-07-01,"(42.46940091300047, -93.81649055599968)",15GRP,97
2010,1,LA,Louisiana,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Designated Areas,3,Ranking,2006-06-30,2007-01-01,"(31.31266064400046, -92.44568007099969)",15GRP,98
2010,1,VT,Vermont,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,1993-05-28,1993-07-01,"(43.62538123900049, -72.51764079099962)",15GRP,99
2009,4,RI,Rhode Island,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,2004-06-29,2005-03-01,"(41.70828019300046, -71.52247031399963)",15GRP,232
2010,1,VT,Vermont,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2009-05-09,2009-07-01,"(43.62538123900049, -72.51764079099962)",15GRP,97
2010,1,NY,New York,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",10GRP,65
2010,1,GU,Guam,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Banned,4,Ranking,2005-12-09,2006-05-08,"(13.444304, 144.793731)",15GRP,231
2010,1,WI,Wisconsin,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1983-01-01,1983-12-31,"(44.39319117400049, -89.81637074199966)",15GRP,232
2010,2,AL,Alabama,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,2003-06-19,2003-09-01,"(32.84057112200048, -86.63186076199969)",15GRP,100
2010,1,ID,Idaho,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,2004-04-02,2004-07-01,"(43.682630005000476, -114.3637300419997)",15GRP,99
2010,2,MD,Maryland,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2007-05-17,2008-02-01,"(39.29058096400047, -76.60926011099963)",15GRP,97
2009,4,PA,Pennsylvania,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,2008-06-13,2008-09-11,"(40.79373015200048, -77.86070029399963)",10GRP,50
2010,1,LA,Louisiana,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2006-06-30,2007-01-01,"(31.31266064400046, -92.44568007099969)",10GRP,65
2010,2,ME,Maine,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Banned,4,Ranking,2009-06-08,2009-09-11,"(45.254228894000505, -68.98503133599962)",15GRP,98
2010,1,AZ,Arizona,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2006-12-07,2007-05-01,"(34.865970280000454, -111.76381127699972)",20GRP,83
2010,1,IL,Illinois,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Bingo Halls,Banned,4,Ranking,2007-07-23,2008-01-01,"(40.48501028300046, -88.99771017799969)",15GRP,337
2009,4,VT,Vermont,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2009-05-09,2009-07-01,"(43.62538123900049, -72.51764079099962)",15GRP,97
2009,4,WA,Washington,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Substance Use - Outpatient Facilities,Banned,4,Ranking,2005-11-08,2005-12-08,"(47.52227862900048, -120.47001078999972)",15GRP,338
2010,2,ID,Idaho,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2004-04-02,2004-07-01,"(43.682630005000476, -114.3637300419997)",20GRP,83
2010,1,NY,New York,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Substance Use - Outpatient Facilities,Banned,4,Ranking,2003-03-26,2003-07-25,"(42.82700103200045, -75.54397042699964)",15GRP,338
2010,1,CO,Colorado,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Banned,4,Ranking,2006-03-27,2006-07-01,"(38.843840757000464, -106.13361092099967)",15GRP,233
2010,1,CT,Connecticut,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Banned,4,Ranking,2003-05-23,2003-10-01,"(41.56266102000046, -72.64984095199964)",15GRP,100
2010,2,CA,California,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Patron Area,Banned,4,Ranking,1996-09-27,1998-01-01,"(37.63864012300047, -120.99999953799971)",15GRP,235
2009,4,WV,West Virginia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Prisons,Banned,4,Ranking,1997-04-22,1997-07-09,"(38.66551020200046, -80.71264013499967)",15GRP,101
2010,2,MN,Minnesota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2007-05-16,2007-10-01,"(46.35564873600049, -94.79420050299967)",15GRP,97
2010,2,GA,Georgia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,2005-05-09,2005-07-01,"(32.83968109300048, -83.62758034599966)",15GRP,99
2010,1,OK,Oklahoma,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,2003-06-06,2003-09-01,"(35.47203135600046, -97.52107021399968)",15GRP,99
2009,4,NV,Nevada,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Banned,4,Ranking,2006-11-07,2006-12-08,"(39.493240390000494, -117.07184056399967)",15GRP,231
2010,1,NJ,New Jersey,Legislation - Smokefree Indoor Air,Government Multi-Unit Housing,Restrictions,Type of Restriction in Lobby and Common Area of Government Multi-Unit Housing,Banned,4,Ranking,2006-01-15,2006-04-15,"(40.13057004800049, -74.27369128799967)",10GRP,115
2010,1,CO,Colorado,Legislation - Smokefree Indoor Air,Private Multi-Unit Housing,Restrictions,Type of Restriction in Lobby and Common Area of Private Multi-Unit Housing,Banned,4,Ranking,2006-03-27,2006-07-01,"(38.843840757000464, -106.13361092099967)",10GRP,125
2010,1,LA,Louisiana,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2006-06-30,2007-01-01,"(31.31266064400046, -92.44568007099969)",20GRP,83
2010,2,IL,Illinois,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2007-07-23,2008-01-01,"(40.48501028300046, -88.99771017799969)",10GRP,81
2010,2,AZ,Arizona,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2006-11-07,2007-05-01,"(34.865970280000454, -111.76381127699972)",10GRP,65
2010,2,MO,Missouri,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Designated Areas,3,Ranking,1992-06-11,1992-12-31,"(38.635790776000476, -92.56630005299968)",15GRP,231
2010,2,HI,Hawaii,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2006-07-10,2006-11-16,"(21.304850435000446, -157.85774940299973)",10GRP,65
2010,1,RI,Rhode Island,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,2004-06-29,2005-03-01,"(41.70828019300046, -71.52247031399963)",15GRP,232
2010,1,OR,Oregon,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2001-08-17,2002-01-01,"(44.56744942400047, -120.15503132599969)",10GRP,81
2010,2,HI,Hawaii,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,2006-07-10,2006-11-16,"(21.304850435000446, -157.85774940299973)",15GRP,232
2009,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2003-06-06,2003-11-01,"(35.47203135600046, -97.52107021399968)",10GRP,65
2010,2,MO,Missouri,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1992-06-11,1992-08-28,"(38.635790776000476, -92.56630005299968)",10GRP,1
2009,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2003-06-06,2003-09-01,"(35.47203135600046, -97.52107021399968)",20GRP,83
2010,2,MN,Minnesota,Legislation - Smokefree Indoor Air,Private Worksites,Vehicles,Type of Restriction in Private Worksite Vehicle,Banned,4,Ranking,1987-06-04,1990-01-01,"(46.35564873600049, -94.79420050299967)",30GRP,34
2010,1,MN,Minnesota,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Banned,4,Ranking,2007-05-16,2007-10-01,"(46.35564873600049, -94.79420050299967)",10GRP,37
2010,1,OR,Oregon,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Banned,4,Ranking,2007-06-26,2009-01-01,"(44.56744942400047, -120.15503132599969)",10GRP,37
2010,1,RI,Rhode Island,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Bingo Halls,Banned,4,Ranking,2004-06-29,2005-03-01,"(41.70828019300046, -71.52247031399963)",15GRP,337
2010,1,OH,Ohio,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Banned,4,Ranking,2006-11-07,2006-12-07,"(40.06021014100048, -82.40426005599966)",10GRP,37
2010,1,FL,Florida,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Mental Health - Residential Facilities,Banned,4,Ranking,2003-06-23,2003-07-01,"(28.932040377000476, -81.92896053899966)",15GRP,341
2010,1,DC,District of Columbia,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Employee Area,Banned,4,Ranking,2006-01-31,2007-01-01,"(38.89037138500049, -77.03196112699965)",15GRP,236
2010,2,MP,Northern Mariana Islands,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,2009-09-29,2009-09-29,"(15.0979, 145.6739)",10GRP,1
2010,1,MO,Missouri,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1992-06-11,1992-12-31,"(38.635790776000476, -92.56630005299968)",10GRP,37
2010,2,NC,North Carolina,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,2009-05-19,2010-01-02,"(35.466220975000454, -79.15925046299964)",15GRP,232
2010,1,AK,Alaska,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,1984-04-18,1984-07-17,"(64.84507995700051, -147.72205903599973)",15GRP,97
2010,2,MH,Marshall Islands,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Banned,4,Ranking,2003-09-29,2003-12-03,"(11.3246908, 166.84174239999993)",15GRP,233
